iso_code3,country,survey,year,category,Sex,Location,Wealth,Region,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,comp_higher_2yrs_2529_m,comp_higher_4yrs_2529_m,comp_higher_4yrs_3034_m,eduyears_2024_m,preschool_1ybefore_m,preschool_3_m,eduout_upsec_m,att_higher_1824_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_no,eduyears_2024_no,preschool_1ybefore_no,preschool_3_no,eduout_upsec_no,att_higher_1824_no,comp_lowsec_2024_no,comp_upsec_2024_no,comp_lowsec_2024,comp_upsec_2024,prim_age0,lowsec_age0,upsec_age0,prim_age1,lowsec_age1,upsec_age1,prim_dur,lowsec_dur,upsec_dur,higher_dur,flag_lfs
PRT,Portugal,EU-SILC,2017,Wealth,,,Quintile 5,,1,.99810439,.91979116,.9912172,.98767412,.89479661,.61612469,0,0,11.963871,.95072341,.75191987,0,.90326458,42,128,126,386,386,460,244,244,266,216,47,80,84,2459,216,216,.98556262,.91691554,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location,,Thinly populated area,,,1,.92948067,.7487272,.99100852,.92589062,.67913979,.23183674,0,0,11.178556,.88864607,.73951632,.002878248,.54022694,97,361,358,1001,1001,1003,460,460,455,543,71,129,208,1526,543,543,.94558573,.75234503,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex,Male,Intermediate or densely populated area,,,.97957504,.93301892,.77020794,.99219942,.93724215,.70877695,.27861682,0,0,11.302201,.97441238,.69225377,.040265746,.66404921,77,370,319,946,946,895,396,396,429,499,85,116,211,1824,499,499,.96778083,.76405948,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Sex & Wealth,Male,,Quintile 5,,,.99638134,.87264252,.98227078,.97706568,.83077103,.46960431,0,0,11.524657,.99573618,.67316532,0,.87140065,14,67,72,188,188,227,120,120,137,107,30,34,38,1029,107,107,.97195536,.86056823,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Wealth,,,Quintile 1,,1,.85297865,.70657992,.99307501,.8749367,.61025792,.17589739,0,0,10.916859,.86515701,.59949559,.054342277,.28822291,77,360,271,832,832,640,245,245,220,395,44,73,200,786,395,395,.94332224,.68156803,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 3,,,.9284724,.8408432,1,.95138329,.71373415,.10566722,0,0,11.633449,,.74708492,0,.37059319,25,70,67,208,208,207,94,94,99,113,18,32,44,248,113,113,.98064846,.86144489,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Sex & Wealth,Female,,Quintile 3,,,.95449585,.86170995,1,.95962387,.77378076,.22564639,0,0,11.824249,,.83012551,0,.58998311,27,97,96,281,281,266,109,109,154,157,19,42,55,459,157,157,.99203724,.87796313,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,1,.83378637,.73822623,.99979973,.87511891,.62133527,.16073191,0,0,11.138214,,.62104708,.066597052,.3093515,51,223,152,502,502,365,137,137,128,228,29,42,135,480,228,228,.96989959,.70328104,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Sex & Wealth,Male,,Quintile 4,,,.94271535,.82782906,.9836868,.95649445,.71713448,.21696287,0,0,11.687974,,.80249256,.084880322,.57425964,20,89,92,264,264,312,157,157,146,155,23,40,54,430,155,155,.99197239,.84411675,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 5,,1,1,.92373037,.98975968,.98904592,.90113366,.64323765,0,0,11.945893,.94996005,.75381356,0,.90758014,31,96,96,295,295,358,190,190,208,168,35,64,64,2025,168,168,.9836542,.91665077,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 5,,,1,.88605523,.97924334,.97779655,.83622539,.47252938,0,0,11.494339,,,,.87446308,8,51,59,145,145,176,90,90,110,86,21,27,27,859,86,86,.96882468,.86345077,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 1,,,.83857185,.71283168,1,.87274528,.61474413,.20237505,0,0,10.94777,,,.059929438,.24095556,28,118,75,256,256,166,56,56,65,110,14,20,72,233,110,110,.97013134,.66231304,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 2,,,.9087714,.71971285,.98937994,.89393282,.63691914,.11222684,0,0,11.04085,,,0,.34581131,18,72,88,213,213,225,102,102,114,123,13,28,47,225,123,123,.92751145,.72182351,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 1,,,.88951033,.71296585,.99487358,.87890685,.66978788,.36931771,0,0,10.706651,,,.014184552,.32545087,11,69,62,162,162,125,43,43,49,82,8,11,31,159,82,82,.87955844,.65463483,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,,.95450562,.56143934,.97822827,.87971061,.47573754,.0058209938,0,0,10.26298,,,,.24015976,14,40,44,114,114,111,51,51,53,60,6,15,28,103,60,60,.89822423,.56517524,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 3,,,.96895278,.65960169,1,.936203,.63312787,.20282054,0,0,11.017194,,,0,.48883808,12,61,61,165,165,182,90,90,98,92,14,23,33,214,92,92,.93712151,.68867594,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 2,,,.97391349,.81608105,1,.95505875,.68556422,.23004578,0,0,11.440953,,,0,.47377172,18,77,59,192,192,170,73,73,79,97,12,17,49,225,97,97,.96689242,.77410316,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 5,,,1,1,1,1,.96404016,.79185349,0,0,12.443619,,.81901222,0,.93322915,23,45,37,150,150,182,100,100,98,82,14,37,37,1166,82,82,1,.97529036,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Sex & Wealth,Male,,Quintile 2,,,.970523,.69168514,.99451828,.9465453,.6226818,.16692689,0,0,11.058748,,.82165873,0,.37725139,28,119,107,314,314,280,113,113,109,167,21,30,68,316,167,167,.94733453,.6957823,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 4,,,.97052789,.86533457,.99903709,.96726215,.8900857,.47385439,0,0,11.630952,,,,.8128472,9,57,49,156,156,190,100,100,114,90,15,24,23,535,90,90,.96274048,.84813279,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Sex,Female,,,,1,.93138385,.83583528,.99944109,.94511777,.79042792,.40110534,0,0,11.663927,.95240694,.75003177,.017848434,.7527554,132,520,464,1409,1409,1381,624,624,695,757,104,188,303,3365,757,757,.97258109,.83039242,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 2,,,.86533582,.82228255,1,.90747708,.78172386,.22114088,0,0,11.6771,,,,.422075,4,32,44,99,99,114,51,51,61,63,7,13,19,122,63,63,.95146662,.84995228,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 1,,,.92568809,.55902541,.95878726,.870368,.50403655,.058792897,0,0,10.137574,,,.0085332869,.12774497,15,68,57,168,168,150,65,65,43,85,7,20,34,147,85,85,.88233083,.61046582,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Sex & Wealth,Male,,Quintile 1,,1,.8589173,.66810745,.98848844,.87208122,.57954073,.15485665,0,0,10.69562,,.73553151,.047892723,.21089011,43,186,132,424,424,316,121,121,108,195,21,40,106,380,195,195,.94280595,.64617705,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Sex,Male,,,,.98583817,.9316957,.75117916,.99004334,.93160743,.68341863,.24056759,0,0,11.206577,.93653393,.70015758,.030110678,.62352157,129,557,497,1459,1459,1429,656,656,649,773,118,185,320,2478,773,773,.96084929,.7511695,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 4,,,,,1,1,.75761992,.54109043,0,0,11.295286,,,,.75124425,12,22,23,75,75,84,43,43,46,41,11,13,17,188,41,41,1,.68475813,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Wealth,,,Quintile 2,,1,.96004021,.76273739,.99728322,.94460464,.66904646,.19902056,0,0,11.291237,.93899423,.80477536,0,.42147323,50,228,210,605,605,564,237,237,249,327,40,60,136,663,327,327,.95508695,.74755991,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 5,,,,,1,.97278553,.79379982,.4534612,0,,,,,,.84297448,6,16,13,43,43,51,30,30,27,21,9,7,11,170,21,21,,,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex,Male,Thinly populated area,,,1,.92771095,.69715935,.98391986,.91560435,.61317307,.13804252,0,0,10.934463,.83979881,.72596985,.0024012432,.4339208,52,187,178,513,513,534,260,260,220,274,33,69,109,654,274,274,.94112438,.71448898,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 4,,,.95846379,.84252465,.98780596,.9605884,.81928009,.35714284,0,0,11.675506,1,.77584523,.068142489,.73720032,24,118,110,336,336,392,198,198,214,194,36,55,62,840,194,194,.97916704,.85472721,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 5,,,.99024719,.89383501,1,.97940797,.85182524,.44687423,0,0,12.099874,,,,.86556071,11,32,30,91,91,102,54,54,58,48,12,16,20,434,48,48,1,.91891843,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 3,,,.89313799,.82041544,1,.93838668,.695301,.064762793,0,0,11.548344,,,,.2603747,12,35,33,104,104,112,55,55,51,57,9,18,21,109,57,57,.98951238,.84360093,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,1,.97441572,.78461671,1,.96202344,.68090397,.2301226,0,0,11.385673,,.78277147,0,.44495159,32,156,122,392,392,339,135,135,135,204,27,32,89,438,204,204,.96548736,.75726676,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Female,Intermediate or densely populated area,Quintile 1,,,.82830179,.7688576,.99957216,.87781644,.62687266,.13560671,0,0,11.337938,,,.074525349,.37939855,23,105,77,246,246,199,81,81,63,118,15,22,63,247,118,118,.96965653,.74624521,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Wealth,,,Quintile 4,,.95893544,.95778495,.82896972,.99079233,.96530515,.78745556,.3516334,0,0,11.625781,1,.77150643,.049845442,.71787626,41,168,164,495,495,586,300,300,306,286,49,77,94,1153,286,286,.98200595,.82891756,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 4,,,.95605922,.79025543,.99901402,.9782908,.69503093,.33559176,0,0,11.481867,,,0,.64653844,17,50,54,159,159,194,102,102,92,92,13,22,32,313,92,92,.99022257,.75421739,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Sex & Wealth,Female,,Quintile 2,,,.94976777,.81834227,1,.9426977,.71181566,.2278423,0,0,11.510004,,.78105593,0,.46040216,22,109,103,291,291,284,124,124,140,160,19,30,68,347,160,160,.96238184,.79628193,6,12,15,11,14,17,6,3,3,3,
PRT,Portugal,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,.96446741,.86336434,1,.96497118,.73644197,.16502564,0,0,11.722418,,,,.45720014,13,35,34,104,104,95,39,39,48,56,9,14,23,139,56,56,.97138202,.88009924,6,12,15,11,14,17,6,3,3,3,
ROU,Romania,EU-SILC,2017,Region,,,,Macroregiunea Patru,,.99047607,.88988668,.99379295,.98488539,.88176477,.20114243,0,0,12.328408,,,.092462718,.57184976,0,126,99,319,319,346,167,167,168,179,6,10,97,628,179,179,.97930562,.84216559,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Region,Female,,,Macroregiunea Patru,,.99469554,.87957644,1,.99743068,.88590711,.22088771,0,0,12.54975,,,.080232903,.58856905,0,73,51,159,159,163,81,81,86,82,3,6,55,325,82,82,1,.83764255,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth & Region,,,Quintile 3,Macroregiunea Patru,,,,1,1,.92107165,.086675905,0,0,12.753037,,,,.36441079,0,26,26,70,70,73,31,31,31,42,1,1,22,94,42,42,1,.91977501,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 3,,,.96936047,.7772519,.9869414,.97468686,.78649706,.17363568,0,0,12.021502,,,.076310545,.25110275,0,61,57,162,162,158,66,66,88,92,8,7,46,168,92,92,.97656161,.78657478,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Region,,,,Macroregiunea Trei,,.98169446,.69335228,.98059559,.94579142,.77845395,.34293669,0,0,11.406761,,,.12589739,.70279104,0,117,101,313,313,364,188,188,193,176,18,13,100,717,176,176,.91632628,.71190053,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 2,Macroregiunea Unu,,,,.98850954,.98850954,,,,,,,,,.21403173,0,13,7,33,33,29,14,14,19,15,2,3,11,30,15,15,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 3,Macroregiunea Unu,,,,.98227704,.98227704,.85379809,,,,12.091818,,,,.49108845,0,20,22,53,53,55,23,23,27,32,0,5,10,74,32,32,.97192585,.81389749,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 2,,,1,,.97890425,.93160576,.73927313,.072409295,0,0,11.484904,,,,.073899426,0,32,22,92,92,98,47,47,38,51,8,5,26,83,51,51,.86849415,.80343455,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 2,,,1,.74923187,.97282958,.92178273,.79907179,.16083872,0,0,10.97025,,,.12383703,.25877941,0,43,39,114,114,113,52,52,32,61,5,3,34,125,61,61,.839122,.70230383,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 5,,,,,1,1,.78726351,,,,,,,,.77821916,0,12,12,33,33,45,27,27,29,18,1,0,10,110,18,18,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth & Region,,,Quintile 2,Macroregiunea Unu,,,,.99368,.99368,.73494858,.10848321,0,,,,,,.21139477,0,21,14,57,57,60,31,31,26,29,3,6,17,55,29,29,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 4,,,1,.79695135,.96267349,.9477874,.85518646,.16283253,0,0,11.467841,,,.13874261,.41683638,0,42,52,128,128,151,72,72,73,79,4,4,33,183,79,79,.92342716,.76352155,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Sex,Female,Intermediate or densely populated area,,,,.99333924,.79117644,.99351907,.97164404,.85378259,.41083977,0,0,12.163756,,,.057873953,.75420117,0,153,119,357,357,410,227,227,239,183,8,24,120,1049,183,183,.94830227,.81461912,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 3,,,1,.79225212,1,1,.83755338,.14872937,0,0,12.391515,,,.056397397,.42564592,0,60,63,157,157,159,69,69,79,90,3,9,46,219,90,90,1,.83233404,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Wealth,,Thinly populated area,Quintile 5,,,,,1,1,.85627353,.31411308,0,0,12.229923,,,,.74421978,0,27,24,69,69,109,71,71,65,38,2,1,23,228,38,38,1,.7584942,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 4,Macroregiunea Doi,,,,.97873491,.97873491,.89003229,,,,,,,,.56823951,0,17,9,41,41,40,20,20,23,20,0,2,13,65,20,20,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth & Region,,,Quintile 1,Macroregiunea Trei,,,,1,.95025152,.55798936,,,,,,,,.025598794,0,27,14,54,54,42,17,17,19,25,4,1,23,44,25,25,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 3,Macroregiunea Doi,,,,1,1,.60146415,,,,,,,,.13595636,0,19,19,44,44,45,22,22,25,23,2,4,15,42,23,23,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 2,Macroregiunea Trei,,,,,,.57389367,,,,,,,,,0,9,8,28,28,37,20,20,11,17,3,2,6,29,17,17,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth,Male,,Quintile 3,,,.97263104,.72972429,1,.98846543,.77753156,.15512635,0,0,12.036366,,,.066243827,.27056295,0,59,58,155,155,153,63,63,77,90,7,8,44,181,90,90,1,.75393075,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth & Region,,,Quintile 4,Macroregiunea Doi,,,,.98952967,.98952967,.8945685,.11636082,0,0,12.290829,,,,.50371981,0,28,27,79,79,77,32,32,51,45,1,3,22,120,45,45,.98158914,.85613137,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth,Female,,Quintile 5,,,1,.75096035,1,1,.90256083,.6083681,0,0,12.524878,,,.044985432,.89647824,0,51,41,123,123,187,124,124,155,63,5,11,48,736,63,63,1,.82679814,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth & Region,,,Quintile 5,Macroregiunea Doi,,,,1,.98976821,.89786458,.43587947,0,0,12.344689,,,,.84521872,0,28,25,64,64,99,68,68,67,31,3,4,29,320,31,31,1,.81797034,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 2,Macroregiunea Trei,,,,1,.92324263,,,,,,,,,,0,15,11,33,33,28,13,13,16,15,4,0,12,27,15,15,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Total,,,,,,.9823277,.74176675,.98954815,.9642365,.7780385,.26413903,0,0,11.802633,1,1,.12821253,.61781788,0,580,490,1470,1470,1630,834,834,874,796,59,67,479,2952,796,796,.95125508,.75318009,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth,Male,,Quintile 1,,,.97834033,.49352372,.98883784,.96730185,.54392695,.027881198,0,0,11.026101,,,.24874555,.06272158,0,78,45,163,163,136,60,60,52,76,6,6,66,129,76,76,.959822,.55705023,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 2,,,.94229716,,1,.97454399,.58677089,.027535548,0,0,11.879438,,,.048564479,.063143648,0,35,22,83,83,89,51,51,33,38,6,3,33,66,38,38,1,.71381485,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 2,,,,,.96323568,.96323568,.84193617,.21154167,0,,,,,,.27933604,0,19,18,53,53,58,30,30,19,28,2,2,17,56,28,28,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth & Region,,,Quintile 2,Macroregiunea Trei,,,,.96979415,.86804271,.50558043,.01847478,0,,9.5983229,,,,.072273917,0,24,19,61,61,65,33,33,27,32,7,2,18,56,32,32,.76994497,.45694983,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Sex & Wealth,Male,Thinly populated area,Quintile 4,,,,.87746847,1,.97331071,.87160385,.10904352,0,0,12.155965,,,,.36283767,0,13,32,69,69,92,41,41,41,51,2,2,11,94,51,51,.97612977,.8060903,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 4,Macroregiunea Doi,,,,1,1,.89911461,,,,,,,,.4390907,0,11,18,38,38,37,12,12,28,25,1,1,9,55,25,25,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth & Region,,,Quintile 1,Macroregiunea Doi,,.95133758,.42147753,.9874016,.96500152,.40486237,.029458214,0,0,10.584692,,,.16370793,.028793687,0,60,39,127,127,108,50,50,36,58,6,8,52,96,58,58,.97458351,.41706553,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Region,Male,,,Macroregiunea Trei,,1,.74565345,.98729086,.95055473,.82514977,.28366581,0,0,11.608907,,,.16907969,.67623633,0,60,56,171,171,197,95,95,97,102,9,7,52,368,102,102,.9206962,.74760032,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth,,,Quintile 5,,,1,.80685306,1,.99714631,.92426229,.50857443,0,0,12.641439,,,.096374474,.89201856,0,87,88,237,237,400,265,265,327,135,11,15,83,1451,135,135,1,.8679418,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Male,,Quintile 1,Macroregiunea Unu,,,,,,,,,,,,,,,0,12,7,25,25,21,9,9,15,12,0,1,8,26,12,12,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Region,Female,,,Macroregiunea Trei,,.96324676,.62984449,.97330546,.94060498,.72751838,.40117395,0,0,11.150977,,,.085559972,.73070377,0,57,45,142,142,167,93,93,96,74,9,6,48,349,74,74,.91079688,.66672778,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth,,,Quintile 4,,,.99241358,.85055023,.98274982,.97111225,.902426,.31793335,0,0,12.064994,,,.091498949,.6253252,0,123,114,324,324,353,170,170,176,183,5,12,92,591,183,183,.95484012,.83537316,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth & Region,,,Quintile 3,Macroregiunea Unu,,.9437319,.72399294,.9901377,.96815157,.84128708,.38648003,0,0,12.121736,,,,.40390381,0,38,37,98,98,98,40,40,48,58,4,6,21,122,58,58,.98327732,.80482221,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Sex & Wealth,Male,Intermediate or densely populated area,Quintile 3,,,1,.72602278,1,1,.75284427,,,0,12.099294,,,,.31968933,0,32,31,79,79,72,27,27,41,45,2,5,24,105,45,45,1,.769656,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Region,Male,,,Macroregiunea Unu,,.96145934,.81471407,.99785078,.97560674,.86261266,.3555381,0,0,12.379708,,,.20885275,.64189458,0,71,64,195,195,235,126,126,152,109,8,7,57,440,109,109,.98710042,.84744811,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Wealth,,Intermediate or densely populated area,Quintile 1,,,.97591752,,.99326038,.98917675,.60106164,.04325569,0,,11.718218,,,,.16171813,0,36,21,74,74,72,36,36,25,36,1,3,29,68,36,36,1,.66016144,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth,Male,,Quintile 4,,,.9805218,.88606179,.99432206,.97159129,.91514641,.31761038,0,0,12.284946,,,.11339933,.58978462,0,48,65,167,167,201,92,92,95,109,3,4,38,295,109,109,.97096264,.85037035,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth,Female,,Quintile 4,,,1,.79846567,.97060972,.97060972,.88455045,.31832939,0,0,11.700972,,,.078531705,.66365421,0,75,49,157,157,152,78,78,81,74,2,8,54,296,74,74,.92815721,.8105529,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth,Female,,Quintile 2,,,.97041726,.70805347,.9900685,.93309593,.65907484,.048735186,0,0,11.224458,,,.031644121,.16910528,0,59,43,144,144,144,73,73,46,71,9,4,50,135,71,71,.87948596,.68366164,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 2,Macroregiunea Unu,,,,,,.68173581,,,,,,,,,0,8,7,24,24,31,17,17,7,14,1,3,6,25,14,14,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex,Male,,,,,.98446262,.74949419,.99059832,.97204697,.8088007,.25339124,0,0,11.897959,1,,.16793388,.59604591,0,272,258,748,748,863,433,433,454,430,32,29,226,1463,430,430,.96416104,.76926851,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Wealth,,,Quintile 3,,,.98436671,.78508699,.99346375,.9873299,.81220156,.16092381,0,0,12.205715,,,.066082105,.34899038,0,121,120,319,319,317,135,135,167,182,11,16,92,387,182,182,.98823059,.80935639,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Location & Sex & Wealth,Female,Thinly populated area,Quintile 3,,,1,.82070661,.97335851,.97335851,.77161437,.12527446,0,0,12.072978,,,,.29139376,0,34,30,86,86,77,30,30,52,47,3,4,26,92,47,47,.95320684,.83566707,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Region,Female,,,Macroregiunea Doi,,.97801065,.71817279,.98707455,.94804281,.65664202,.16051283,0,0,11.228728,,,.080408566,.51322937,0,102,67,234,234,224,115,115,112,109,9,10,94,361,109,109,.90448684,.66090167,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 5,Macroregiunea Patru,,,,,,,,,0,,,,,.92236316,0,9,9,20,20,24,13,13,34,11,0,1,6,137,11,11,,,6,11,15,10,14,18,5,4,4,3,
ROU,Romania,EU-SILC,2017,Sex & Wealth & Region,Female,,Quintile 3,Macroregiunea Doi,,,,1,1,.71225756,,,,,,,,.38503176,0,17,15,41,41,42,22,22,24,20,1,1,14,41,20,20,,,6,11,15,10,14,18,5,4,4,3,
