"iso_code3","year","grade","level","survey","category","Language","Location","Sex","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"KAZ",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.9098,0.6365,0.2334,0.0279,0.0507,0.0384,469,340,114
"LTU",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9707,0.8582,0.5262,0.0049,0.0104,0.0151,2968,2643,1666
"LVA",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9484,0.79,0.4173,0.0072,0.0138,0.0156,3913,3340,1929
"LVA",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.8858,0.6441,0.2685,0.0478,0.0891,0.0535,96,70,29
"MAC",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9592,0.8183,0.4469,0.0038,0.0059,0.0069,4905,4224,2332
"MAR",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.428,0.1827,0.0515,0.0172,0.0154,0.0117,2363,894,196
"MAR",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.3081,0.1266,0.0395,0.0596,0.0495,0.0232,160,57,18
"MKD",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.7115,0.3962,0.1111,0.0245,0.0269,0.0127,1931,1094,304
"MKD",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.6045,0.2632,0.0389,0.0904,0.0962,0.033,65,26,4
"MLT",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.8987,0.6881,0.355,0.0099,0.0144,0.0134,2633,2013,1027
"MLT",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.9471,0.7239,0.2837,0.0904,0.2198,0.1931,27,21,6
"MNE",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.8735,0.5947,0.2156,0.0069,0.0123,0.0085,3431,2313,807
"MNE",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.7576,0.4093,0.1357,0.0369,0.0332,0.0228,147,80,30
"NLD",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9597,0.7765,0.3617,0.0088,0.0176,0.0174,2917,2387,1158
"NLD",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.9931,0.9128,0.572,0.0125,0.0499,0.1049,83,75,45
"NOR",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9639,0.8167,0.4926,0.0059,0.0105,0.0157,4100,3499,2169
"NOR",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.9446,0.7867,0.4256,0.01,0.0214,0.0202,976,816,454
"NZL",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.8996,0.7148,0.4177,0.0083,0.0133,0.0151,3855,3110,1867
"NZL",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.9912,0.8812,0.4695,0.0262,0.1147,0.2276,18,16,8
"OMN",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.6301,0.3624,0.1381,0.015,0.0156,0.0109,2855,1615,604
"OMN",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.5126,0.2835,0.0895,0.0764,0.053,0.0339,136,74,22
"POL",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9715,0.8576,0.5263,0.0056,0.0098,0.0168,3591,3160,1946
"POL",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.9721,0.8207,0.457,0.0107,0.0366,0.0465,345,308,184
"PRT",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9411,0.7483,0.3542,0.006,0.0104,0.0138,5645,4476,2168
"PRT",2021,4,"Primary","PIRLS","Location",,"Rural",,,1,0.6286,0.3429,0,0.1109,0.2516,7,4,3
"QAT",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.8063,0.5697,0.27,0.0122,0.0169,0.0161,4148,2959,1422
"QAT",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.8725,0.5519,0.1439,0.0594,0.0843,0.0559,66,40,12
"RUS",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9909,0.92,0.6792,0.0024,0.0108,0.0176,4364,4091,3024
"RUS",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.9535,0.7779,0.4077,0.0132,0.0413,0.0438,710,603,317
"SAU",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.7101,0.4122,0.1221,0.0176,0.0201,0.0095,3256,1914,615
"SAU",2021,4,"Primary","PIRLS","Location",,"Rural",,,1,0.8917,0.4583,,,,24,22,10
"SGP",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9662,0.8968,0.7112,0.0047,0.009,0.016,6414,5902,4674
"SRB",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9312,0.7296,0.3322,0.0075,0.0167,0.0156,3821,3119,1539
"SRB",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.7181,0.4363,0.0946,0.151,0.2692,0.1713,7,4,2
"SVK",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9388,0.7961,0.4267,0.0083,0.0116,0.0174,4390,3711,2094
"SVN",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9445,0.7494,0.3488,0.0057,0.012,0.0119,3920,3126,1464
"SVN",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.933,0.7364,0.3595,0.0449,0.1208,0.1438,36,29,13
"SWE",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9551,0.8167,0.5187,0.0063,0.0132,0.0152,3765,3270,2085
"SWE",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.9439,0.7877,0.4733,0.0196,0.0244,0.0463,363,304,184
"TUR",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.863,0.6291,0.2904,0.0116,0.0162,0.0129,5245,3947,1867
"TUR",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.68,0.3467,0.0933,,,,11,5,2
"USA",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.9455,0.8119,0.5279,0.0165,0.0332,0.0355,1290,1124,752
"USA",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.9784,0.7861,0.4223,0.0162,0.0596,0.0829,89,72,39
"UZB",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.7001,0.3389,0.0729,0.0161,0.0149,0.008,3409,1662,394
"UZB",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.6899,0.3177,0.0498,0.0317,0.0331,0.0111,635,274,46
"ZAF",2021,4,"Primary","PIRLS","Location",,"Urban",,,0.2511,0.1211,0.0433,0.0216,0.0168,0.0088,1148,464,137
"ZAF",2021,4,"Primary","PIRLS","Location",,"Rural",,,0.0793,0.0159,0.0012,0.0141,0.0071,0.0016,238,28,1
"ALB",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9394,0.742,0.3771,0.0115,0.021,0.0196,1960,1640,901
"ALB",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.904,0.646,0.2777,0.0115,0.0186,0.0184,1995,1496,720
"ARE",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.7963,0.6159,0.3595,0.0072,0.0099,0.0111,10825,8135,4676
"ARE",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.702,0.534,0.3134,0.0119,0.013,0.0104,9328,7005,4053
"AUS",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9606,0.837,0.5158,0.0055,0.0119,0.0186,2602,2281,1478
"AUS",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9243,0.7681,0.4456,0.0084,0.0129,0.0175,2546,2124,1248
"AUT",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9648,0.8206,0.4507,0.0054,0.0119,0.0193,2260,1919,1088
"AUT",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9539,0.7708,0.3613,0.0062,0.0151,0.0194,2346,1897,911
"AZE",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.7158,0.4098,0.1259,0.0177,0.0217,0.0115,1883,1206,408
"AZE",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.6378,0.3384,0.0957,0.0202,0.018,0.0101,1945,1152,339
"BGR",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9384,0.8128,0.5318,0.0086,0.0153,0.0179,1888,1702,1150
"BGR",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.92,0.7571,0.4529,0.0144,0.0184,0.019,1964,1673,1079
"BHR",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.8014,0.5565,0.2489,0.0131,0.0177,0.0156,1980,1366,589
"BHR",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.6226,0.3764,0.1594,0.0126,0.0132,0.0121,1633,952,369
"BRA",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.6604,0.398,0.1411,0.0202,0.0204,0.013,1681,1071,420
"BRA",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.5683,0.3469,0.1162,0.0225,0.0197,0.0129,1565,1010,371
"CYP",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9256,0.714,0.3411,0.0088,0.0162,0.0163,2158,1699,832
"CYP",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9099,0.6678,0.299,0.0083,0.0176,0.0159,2064,1532,691
"CZE",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.965,0.8278,0.4829,0.0063,0.0136,0.0159,3193,2778,1626
"CZE",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9554,0.8034,0.4632,0.0062,0.0139,0.0171,3201,2702,1538
"DEU",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9443,0.7886,0.4322,0.0066,0.0108,0.0155,2122,1784,1010
"DEU",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9278,0.7058,0.3522,0.007,0.0149,0.0141,2198,1718,862
"DNK",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9698,0.8335,0.5018,0.0056,0.011,0.0171,2414,2096,1306
"DNK",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9486,0.7912,0.4469,0.0088,0.0139,0.017,2245,1874,1092
"EGY",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.4733,0.205,0.0517,0.0233,0.016,0.0099,1881,822,224
"EGY",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.4186,0.1849,0.0464,0.0235,0.0162,0.0071,1668,770,195
"ESP",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9555,0.7653,0.3533,0.0065,0.0139,0.0172,3952,3261,1613
"ESP",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9495,0.75,0.3514,0.0075,0.016,0.0142,4244,3403,1655
"FIN",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9756,0.8699,0.5843,0.0056,0.0112,0.0161,3447,3087,2106
"FIN",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9542,0.8193,0.4809,0.0073,0.0124,0.0165,3352,2861,1705
"FRA",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9514,0.7593,0.3495,0.0069,0.0153,0.0178,2551,2079,984
"FRA",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9258,0.6892,0.2809,0.0102,0.0163,0.0157,2494,1883,761
"GEO",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9107,0.6712,0.2881,0.0099,0.0159,0.0166,2328,1758,805
"GEO",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.8348,0.5607,0.2236,0.0133,0.0202,0.0128,2298,1589,625
"HKG",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9879,0.9381,0.6995,0.0045,0.0102,0.021,1930,1842,1398
"HKG",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9776,0.9074,0.6642,0.0056,0.0129,0.0201,1841,1719,1269
"HRV",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9836,0.889,0.5944,0.0052,0.0114,0.0184,1903,1749,1191
"HRV",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9782,0.8711,0.531,0.0062,0.0132,0.019,1963,1754,1097
"HUN",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9549,0.8296,0.5263,0.0102,0.0153,0.0185,2571,2285,1507
"HUN",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9277,0.7553,0.4626,0.0128,0.0187,0.0183,2496,2113,1330
"IRL",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9791,0.9165,0.6987,0.0052,0.0093,0.0185,2261,2122,1644
"IRL",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9766,0.9016,0.6464,0.0049,0.0096,0.0181,2315,2128,1556
"IRN",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.6261,0.3184,0.0764,0.0305,0.0285,0.0112,1948,1021,268
"IRN",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.5514,0.261,0.0565,0.0249,0.017,0.007,1831,872,192
"ISR",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.8904,0.6809,0.3593,0.0103,0.0139,0.0147,2199,1677,901
"ISR",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.869,0.6638,0.3494,0.0097,0.0129,0.0136,2132,1614,841
"ITA",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9743,0.8441,0.4628,0.0035,0.0104,0.0168,2645,2324,1289
"ITA",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9694,0.811,0.4267,0.0048,0.0126,0.0168,2648,2231,1208
"JOR",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.5243,0.2454,0.0678,0.0258,0.0227,0.0131,1551,719,189
"JOR",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.4069,0.1879,0.0416,0.0302,0.0204,0.008,1093,461,91
"KAZ",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9371,0.7103,0.3073,0.008,0.0162,0.0152,3298,2547,1126
"KAZ",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.8764,0.6248,0.247,0.0112,0.0178,0.0162,3070,2201,916
"LTU",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9828,0.8987,0.6064,0.0046,0.0091,0.0165,2278,2098,1455
"LTU",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9595,0.8248,0.4809,0.0065,0.0111,0.0185,2230,1924,1148
"LVA",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9608,0.8326,0.4751,0.008,0.0149,0.0166,2075,1834,1150
"LVA",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9256,0.7212,0.3347,0.0108,0.0179,0.0159,2120,1724,896
"MAC",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9647,0.8387,0.4754,0.0049,0.008,0.0116,2466,2168,1247
"MAC",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9536,0.7979,0.4184,0.0062,0.0085,0.0112,2439,2056,1085
"MAR",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.4708,0.209,0.0591,0.019,0.0163,0.0121,1522,586,150
"MAR",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.3448,0.1341,0.0377,0.0186,0.0141,0.0108,1190,428,75
"MKD",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.7383,0.437,0.1329,0.0253,0.0304,0.0159,1113,683,197
"MKD",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.6589,0.3238,0.076,0.0255,0.0268,0.0115,967,477,122
"MLT",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9101,0.7162,0.379,0.0116,0.0185,0.0197,1294,1009,516
"MLT",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.8958,0.6808,0.3502,0.0113,0.0159,0.0165,1459,1114,573
"MNE",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9048,0.6386,0.2483,0.0079,0.0122,0.014,1949,1346,501
"MNE",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.8358,0.5415,0.1794,0.0103,0.0175,0.0107,1921,1250,403
"NLD",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9738,0.8187,0.4066,0.007,0.0167,0.0163,2131,1806,908
"NLD",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9549,0.7598,0.3389,0.0091,0.015,0.0166,2048,1659,768
"NOR",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9715,0.843,0.5124,0.0061,0.0116,0.0178,2586,2245,1417
"NOR",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9454,0.7747,0.4357,0.0069,0.0127,0.0149,2600,2159,1245
"NZL",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9199,0.7537,0.4433,0.0073,0.012,0.0155,2536,2115,1269
"NZL",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.8786,0.6735,0.3716,0.0094,0.0129,0.0133,2526,1960,1114
"OMN",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.6885,0.4115,0.1539,0.0165,0.0169,0.0129,1851,1095,403
"OMN",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.5546,0.2964,0.1097,0.0154,0.015,0.0108,1460,772,278
"POL",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9806,0.8848,0.5745,0.0068,0.0135,0.018,1982,1805,1192
"POL",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9646,0.8244,0.4639,0.0073,0.0131,0.0185,2103,1795,1023
"PRT",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9559,0.7651,0.3575,0.0051,0.013,0.0141,2826,2273,1067
"PRT",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9287,0.7343,0.3544,0.0088,0.0129,0.0181,2948,2304,1157
"QAT",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.8353,0.5986,0.2823,0.0122,0.0211,0.0192,2272,1623,788
"QAT",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.7707,0.5326,0.2506,0.0182,0.021,0.0188,1965,1385,647
"RUS",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9876,0.9093,0.6646,0.0037,0.0123,0.0224,2538,2371,1757
"RUS",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9798,0.876,0.5891,0.0056,0.02,0.0243,2614,2394,1637
"SAU",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.7722,0.4831,0.1585,0.0209,0.0256,0.0144,1860,1162,405
"SAU",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.6267,0.3207,0.0775,0.0247,0.0225,0.0094,1563,852,235
"SGP",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9793,0.922,0.7483,0.0043,0.008,0.0162,3217,2990,2431
"SGP",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9546,0.8736,0.6755,0.0062,0.0114,0.0185,3270,2979,2297
"SRB",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9386,0.7513,0.3491,0.0118,0.0202,0.0183,1869,1582,807
"SRB",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.918,0.7014,0.3098,0.0115,0.0199,0.0199,1963,1544,735
"SVK",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9431,0.8134,0.4396,0.0087,0.0137,0.0187,2299,1979,1126
"SVK",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9295,0.7695,0.4072,0.0094,0.0155,0.0229,2176,1799,1002
"SVN",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9646,0.8026,0.3889,0.005,0.0107,0.0145,2405,1992,986
"SVN",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9238,0.698,0.3171,0.0083,0.0155,0.0136,2429,1860,844
"SWE",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9638,0.8388,0.5298,0.0081,0.0106,0.0137,2493,2174,1390
"SWE",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9419,0.7778,0.4648,0.0062,0.0115,0.0146,2447,2063,1249
"TUR",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.8821,0.6597,0.3199,0.0127,0.0182,0.0181,2680,2070,1040
"TUR",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.8364,0.5894,0.2573,0.0141,0.0197,0.0134,2633,1924,852
"USA",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.9526,0.8196,0.5232,0.0158,0.0302,0.0359,774,681,440
"USA",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.9374,0.7984,0.519,0.0168,0.0331,0.0347,811,694,465
"UZB",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.7584,0.385,0.0843,0.0158,0.0175,0.0095,2155,1106,265
"UZB",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.642,0.2883,0.0538,0.017,0.0148,0.0079,1950,880,202
"ZAF",2021,4,"Primary","PIRLS","Sex",,,"Female",,0.2426,0.1039,0.0376,0.0155,0.0102,0.0064,1082,350,101
"ZAF",2021,4,"Primary","PIRLS","Sex",,,"Male",,0.148,0.0701,0.0235,0.0119,0.0095,0.005,563,235,68
"ALB",2021,4,"Primary","PIRLS","Wealth",,,,1,0.8859,0.5812,0.2033,0.0176,0.0289,0.0203,884,620,227
"ALB",2021,4,"Primary","PIRLS","Wealth",,,,2,0.8997,0.6461,0.2456,0.0187,0.0304,0.0262,687,488,201
"ALB",2021,4,"Primary","PIRLS","Wealth",,,,3,0.9503,0.7402,0.3499,0.0122,0.0285,0.0246,871,687,326
"ALB",2021,4,"Primary","PIRLS","Wealth",,,,4,0.9659,0.8316,0.4957,0.0112,0.0242,0.0286,747,648,395
"ALB",2021,4,"Primary","PIRLS","Wealth",,,,5,0.9847,0.9147,0.6425,0.0064,0.018,0.0283,662,618,444
"ARE",2021,4,"Primary","PIRLS","Wealth",,,,1,0.5915,0.3449,0.127,0.0173,0.0152,0.011,1741,975,332
"ARE",2021,4,"Primary","PIRLS","Wealth",,,,2,0.7814,0.5895,0.2806,0.0114,0.0156,0.0169,1879,1334,627
"ARE",2021,4,"Primary","PIRLS","Wealth",,,,3,0.8474,0.6824,0.3959,0.0093,0.0155,0.0151,2527,1983,1137
"ARE",2021,4,"Primary","PIRLS","Wealth",,,,4,0.8966,0.7522,0.5135,0.0083,0.0121,0.0157,2425,1997,1314
"ARE",2021,4,"Primary","PIRLS","Wealth",,,,5,0.9214,0.8218,0.6132,0.0074,0.0118,0.0166,1938,1724,1280
"AUT",2021,4,"Primary","PIRLS","Wealth",,,,1,0.8999,0.5735,0.1496,0.0146,0.0284,0.0201,956,621,175
"AUT",2021,4,"Primary","PIRLS","Wealth",,,,2,0.9597,0.7727,0.3001,0.0101,0.0198,0.0212,773,614,227
"AUT",2021,4,"Primary","PIRLS","Wealth",,,,3,0.9841,0.8597,0.4119,0.0038,0.0138,0.0208,1043,913,461
"AUT",2021,4,"Primary","PIRLS","Wealth",,,,4,0.9926,0.931,0.6118,0.0061,0.0132,0.0277,737,690,458
"AUT",2021,4,"Primary","PIRLS","Wealth",,,,5,0.997,0.9687,0.7455,0.0021,0.0082,0.0257,830,807,630
"AZE",2021,4,"Primary","PIRLS","Wealth",,,,1,0.5654,0.2629,0.0669,0.0266,0.0238,0.0146,685,352,82
"AZE",2021,4,"Primary","PIRLS","Wealth",,,,2,0.62,0.2896,0.0719,0.0227,0.0232,0.0139,505,269,78
"AZE",2021,4,"Primary","PIRLS","Wealth",,,,3,0.6914,0.3702,0.0981,0.0242,0.0252,0.0153,665,385,112
"AZE",2021,4,"Primary","PIRLS","Wealth",,,,4,0.7642,0.4777,0.149,0.0251,0.0286,0.0176,798,538,182
"AZE",2021,4,"Primary","PIRLS","Wealth",,,,5,0.8277,0.5635,0.2149,0.0243,0.0322,0.0251,766,548,213
"BGR",2021,4,"Primary","PIRLS","Wealth",,,,1,0.8124,0.5292,0.1909,0.0259,0.0331,0.0209,721,481,168
"BGR",2021,4,"Primary","PIRLS","Wealth",,,,2,0.9644,0.8159,0.4493,0.01,0.0227,0.0276,786,679,382
"BGR",2021,4,"Primary","PIRLS","Wealth",,,,3,0.9801,0.8789,0.5859,0.0081,0.0157,0.0247,741,670,461
"BGR",2021,4,"Primary","PIRLS","Wealth",,,,4,0.9901,0.9458,0.7116,0.0049,0.0106,0.0245,853,822,635
"BGR",2021,4,"Primary","PIRLS","Wealth",,,,5,0.9906,0.9443,0.7517,0.0063,0.0119,0.0209,736,710,575
"BHR",2021,4,"Primary","PIRLS","Wealth",,,,1,0.5238,0.2686,0.0741,0.0229,0.0222,0.0134,536,276,72
"BHR",2021,4,"Primary","PIRLS","Wealth",,,,2,0.6494,0.3481,0.0991,0.0175,0.0189,0.0113,702,375,102
"BHR",2021,4,"Primary","PIRLS","Wealth",,,,3,0.7783,0.521,0.2165,0.0145,0.0274,0.0218,740,492,182
"BHR",2021,4,"Primary","PIRLS","Wealth",,,,4,0.7954,0.5602,0.2741,0.02,0.0263,0.0221,616,422,196
"BHR",2021,4,"Primary","PIRLS","Wealth",,,,5,0.8851,0.7083,0.4037,0.0128,0.0198,0.0254,856,664,381
"BRA",2021,4,"Primary","PIRLS","Wealth",,,,1,0.4235,0.199,0.0455,0.0403,0.0246,0.0108,460,226,58
"BRA",2021,4,"Primary","PIRLS","Wealth",,,,2,0.5679,0.2922,0.0687,0.0251,0.0229,0.0121,568,307,77
"BRA",2021,4,"Primary","PIRLS","Wealth",,,,3,0.6533,0.3637,0.0977,0.037,0.033,0.0218,388,235,72
"BRA",2021,4,"Primary","PIRLS","Wealth",,,,4,0.8293,0.5898,0.2145,0.0196,0.0274,0.0224,789,558,206
"BRA",2021,4,"Primary","PIRLS","Wealth",,,,5,0.8976,0.7256,0.4077,0.0234,0.0381,0.042,668,553,306
"CYP",2021,4,"Primary","PIRLS","Wealth",,,,1,0.8287,0.4799,0.129,0.0153,0.0275,0.0128,741,438,114
"CYP",2021,4,"Primary","PIRLS","Wealth",,,,2,0.9202,0.6447,0.2228,0.0117,0.02,0.0179,913,654,226
"CYP",2021,4,"Primary","PIRLS","Wealth",,,,3,0.9538,0.7562,0.3514,0.0087,0.0254,0.0291,968,792,384
"CYP",2021,4,"Primary","PIRLS","Wealth",,,,4,0.9699,0.8294,0.4676,0.0088,0.0178,0.0239,775,661,382
"CYP",2021,4,"Primary","PIRLS","Wealth",,,,5,0.9871,0.9187,0.6212,0.0048,0.0137,0.0263,598,557,381
"CZE",2021,4,"Primary","PIRLS","Wealth",,,,1,0.917,0.669,0.2552,0.0151,0.0234,0.0185,1068,785,306
"CZE",2021,4,"Primary","PIRLS","Wealth",,,,2,0.9661,0.8106,0.423,0.0082,0.02,0.0204,1527,1288,660
"CZE",2021,4,"Primary","PIRLS","Wealth",,,,3,0.9842,0.8952,0.5922,0.0067,0.0118,0.0225,1095,999,653
"CZE",2021,4,"Primary","PIRLS","Wealth",,,,4,0.9925,0.9261,0.629,0.0057,0.0121,0.0223,1019,961,660
"CZE",2021,4,"Primary","PIRLS","Wealth",,,,5,0.9965,0.9562,0.7344,0.0025,0.0088,0.0297,822,786,593
"DEU",2021,4,"Primary","PIRLS","Wealth",,,,1,0.8977,0.6004,0.21,0.0191,0.0311,0.0293,460,327,122
"DEU",2021,4,"Primary","PIRLS","Wealth",,,,2,0.9547,0.7895,0.39,0.0114,0.0263,0.0244,631,525,270
"DEU",2021,4,"Primary","PIRLS","Wealth",,,,3,0.9742,0.8619,0.5077,0.0089,0.0192,0.0306,447,398,245
"DEU",2021,4,"Primary","PIRLS","Wealth",,,,4,0.9777,0.9127,0.5995,0.0119,0.0206,0.0317,439,419,280
"DEU",2021,4,"Primary","PIRLS","Wealth",,,,5,0.9946,0.9447,0.7412,0.0051,0.0136,0.0273,490,467,371
"DNK",2021,4,"Primary","PIRLS","Wealth",,,,1,0.9114,0.659,0.2528,0.0115,0.0192,0.0195,844,602,228
"DNK",2021,4,"Primary","PIRLS","Wealth",,,,2,0.9501,0.7814,0.4155,0.0123,0.0209,0.0231,979,803,442
"DNK",2021,4,"Primary","PIRLS","Wealth",,,,3,0.979,0.8693,0.5552,0.0087,0.0125,0.0192,1063,941,619
